CODE,CODE,CODE Latitude,CODE Longitude,Venue,Venue Latitude,Venue Longitude,Venue Category
19120,19120,40.0343,-75.1213,Everyday Good House,40.034789002905114,-75.12141032998964,Korean Restaurant
19120,19120,40.0343,-75.1213,Youfit Health Clubs,40.0373868,-75.1186076,Gym
19120,19120,40.0343,-75.1213,Banana's,40.03310191517474,-75.11623789395854,Bar
19120,19120,40.0343,-75.1213,GameStop,40.036411,-75.120665,Video Game Store
19120,19120,40.0343,-75.1213,Modell's Sporting Goods,40.03699655822295,-75.11944463114567,Sporting Goods Shop
19120,19120,40.0343,-75.1213,One Olney Plaza,40.0382706803306,-75.11882939492277,Plaza
19120,19120,40.0343,-75.1213,GNC,40.036411,-75.120665,Supplement Shop
19120,19120,40.0343,-75.1213,Burger King,40.036396178039006,-75.12068554759026,Fast Food Restaurant
19120,19120,40.0343,-75.1213,T-Mobile,40.0376517,-75.1188757,Mobile Phone Shop
19120,19120,40.0343,-75.1213,Subway,40.038097092870736,-75.11941096921633,Sandwich Place
19120,19120,40.0343,-75.1213,Rite Aid,40.0319534,-75.1174671,Pharmacy
19120,19120,40.0343,-75.1213,APlus At Sunoco,40.03124578610545,-75.1245300611068,Gas Station
19120,19120,40.0343,-75.1213,MUTA,40.034786224365234,-75.12116241455078,Korean Restaurant
19120,19120,40.0343,-75.1213,Santander Bank,40.03565277234469,-75.11992782354355,Bank
19120,19120,40.0343,-75.1213,Front & Olney Shopping Center,40.03784741476608,-75.11901184983324,Shopping Plaza
19120,19120,40.0343,-75.1213,Ashley Stewart - Olney Plaza,40.036411,-75.120665,Clothing Store
19120,19120,40.0343,-75.1213,Tabor Road & Mascher Street,40.03251507633326,-75.12417409830039,Intersection
19120,19120,40.0343,-75.1213,SNIPES,40.037682181878516,-75.1186013259888,Shoe Store
19120,19120,40.0343,-75.1213,China House- Rising Sun Ave,40.03329086303711,-75.1162109375,Chinese Restaurant
19120,19120,40.0343,-75.1213,KIcks Usa,40.03786619603037,-75.11861272944331,Shoe Store
19120,19120,40.0343,-75.1213,Rainbow Shops,40.03797149658203,-75.11859130859375,Women's Store
19120,19120,40.0343,-75.1213,Eds pizza house,40.030712,-75.118306,Pizza Place
19121,19121,39.9811,-75.17399999999998,Cricket Wireless Authorized Retailer,39.980484000000004,-75.17311,Mobile Phone Shop
19121,19121,39.9811,-75.17399999999998,Mom's Kitchen Table,39.981167,-75.173017,Restaurant
19121,19121,39.9811,-75.17399999999998,Metro by T-Mobile,39.980752,-75.172347,Mobile Phone Shop
19121,19121,39.9811,-75.17399999999998,Eatible Delights Catering,39.98140519653144,-75.17359060518146,Restaurant
19121,19121,39.9811,-75.17399999999998,Freedom Symbol,39.980372,-75.170892,Art Gallery
19121,19121,39.9811,-75.17399999999998,Cecil B. Moore Avenue & North 22nd Street,39.980364441304296,-75.17090083027665,Intersection
19121,19121,39.9811,-75.17399999999998,Martin Luther King Recreation Center,39.98042161344576,-75.17065521279932,Playground
19121,19121,39.9811,-75.17399999999998,Bella's Breakfast & Lunch,39.979673999999996,-75.170736,Southern / Soul Food Restaurant
19121,19121,39.9811,-75.17399999999998,MLKing Rec. Center,39.98044117716595,-75.17026762290527,Art Gallery
19121,19121,39.9811,-75.17399999999998,The Locksmith Squad,39.9840983,-75.174505,Locksmith
19121,19121,39.9811,-75.17399999999998,City Gourmet,39.98001058124263,-75.1778140539608,Deli / Bodega
19121,19121,39.9811,-75.17399999999998,M.L. King Park - Power 99 Parks & Rec,39.98103332519531,-75.16991424560547,Park
19121,19121,39.9811,-75.17399999999998,The Right Choice,39.983623,-75.170901,Deli / Bodega
19121,19121,39.9811,-75.17399999999998,Mercado Food Market,39.983175,-75.16922,Deli / Bodega
19122,19122,39.978,-75.1459,Human Robot,39.97706,-75.143658,Brewery
19122,19122,39.978,-75.1459,Philadelphia Soundstages,39.97573793568369,-75.14431997334786,Arts & Entertainment
19122,19122,39.978,-75.1459,Cousin's Supermarket,39.98087928029774,-75.14376755679349,Grocery Store
19122,19122,39.978,-75.1459,SEPTA Temple University Station,39.98133813162732,-75.14955319998191,Train Station
19122,19122,39.978,-75.1459,Sunflower Philly,39.977654,-75.14376,Beer Garden
19122,19122,39.978,-75.1459,Tie Factory,39.977457150088185,-75.14352628038732,Men's Store
19122,19122,39.978,-75.1459,Sutton’s,39.97714,-75.143585,Restaurant
19122,19122,39.978,-75.1459,Broad Street Run,39.97855343389466,-75.1486579737395,Athletics & Sports
19122,19122,39.978,-75.1459,Resolution Rentals,39.975815000000004,-75.14421999999999,Camera Store
19122,19122,39.978,-75.1459,Most Consulting Group,39.9751732,-75.1440061,Business Service
19122,19122,39.978,-75.1459,Septa: West Trenton Regional Rail train,39.98136355636295,-75.14945218511745,Train Station
19122,19122,39.978,-75.1459,Temple Fruit Salad Truck,39.9768206641336,-75.15033965412641,Food Truck
19122,19122,39.978,-75.1459,Usaquén,39.97661,-75.140796,Colombian Restaurant
19122,19122,39.978,-75.1459,Septa 15th Street Station Westbound,39.979225,-75.140305,Light Rail Station
19123,19123,39.966,-75.15100000000002,Federal Donuts,39.96419631618255,-75.14935941662657,Donut Shop
19123,19123,39.966,-75.15100000000002,Pura Vida,39.96362281975313,-75.14786097810594,Latin American Restaurant
19123,19123,39.966,-75.15100000000002,Bardot Cafe,39.966475206501634,-75.14555149287355,Bar
19123,19123,39.966,-75.15100000000002,Edgar Allan Poe National Historic Site,39.96203660819035,-75.14978483311826,Historic Site
19123,19123,39.966,-75.15100000000002,St. Paul's Community Center,39.96386347591107,-75.15473713157593,Recreation Center
19123,19123,39.966,-75.15100000000002,East Poplar Field,39.96851730083785,-75.14991584898513,Baseball Field
19123,19123,39.966,-75.15100000000002,E. Luther Cunningham Center,39.96397018432617,-75.1549072265625,Basketball Court
19123,19123,39.966,-75.15100000000002,954 Dance Movement Collective,39.96959439943368,-75.15029144070427,Dance Studio
19123,19123,39.966,-75.15100000000002,Philadelphia Housing Authority,39.969641178741746,-75.15167358443831,Art Gallery
19123,19123,39.966,-75.15100000000002,Larry's Steaks,39.97025,-75.151782,Sandwich Place
19123,19123,39.966,-75.15100000000002,Girard Beer Distributor,39.970488090764974,-75.15072336604598,Beer Store
19124,19124,40.0178,-75.0895,Cramer's Kids,40.01486416345329,-75.08565370933322,Clothing Store
19124,19124,40.0178,-75.0895,Frankford World War Memorial,40.0207422,-75.0917616,Art Gallery
19124,19124,40.0178,-75.0895,SEPTA Arrott Transportation Center,40.016856750285335,-75.08413063578818,Bus Station
19124,19124,40.0178,-75.0895,SEPTA Arrott Transportation Center,40.01652782822665,-75.08390149471367,Metro Station
19125,19125,39.9788,-75.1262,Loco Pez,39.97684357384847,-75.127390339885,Mexican Restaurant
